Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
M,31,1719.69,Low,Working,Managers,Semi-Urban,138227.61,810.79,N,N,2.0,766.39,0,Unpossessed,590,1719.69,3,Urban,1,185678.07,103670.71
F,44,1843.59,Low,Working,Core staff,Semi-Urban,53594.29,468.31,Y,N,3.0,790.69,0,Active,717,1843.59,3,Rural,1,77520.38,0.0
F,18,3159.01,Low,Commercial associate,Laborers,Semi-Urban,180791.32,601.14,N,Y,3.0,847.09,1,Active,153,3159.01,3,Semi-Urban,1,306842.98,144633.06
F,50,1420.43,Low,Commercial associate,Sales staff,Semi-Urban,26067.81,135.45,N,Y,2.0,619.49,0,Active,750,1420.43,2,Urban,1,32468.98,0.0
F,30,1260.44,Low,Working,Core staff,Semi-Urban,13695.3,156.16,Y,Y,4.0,800.7,0,Active,624,1260.44,3,Urban,1,17236.79,9586.71
F,60,4020.61,Low,Commercial associate,Accountants,Urban,125951.44,636.79,N,Y,2.0,766.29,1,Unpossessed,756,4020.61,3,Rural,1,147961.46,100761.15
M,38,2601.9,Low,Commercial associate,Accountants,Semi-Urban,68043.9,342.04,N,N,3.0,703.26,1,Unpossessed,46,2601.9,2,Rural,1,122176.22,47630.73
F,32,1838.39,Low,Working,Drivers,Semi-Urban,48542.57,176.89,Y,Y,2.0,738.94,0,Active,330,1838.39,1,Rural,1,89317.59,31552.67
F,31,8479.2,Low,Commercial associate,Managers,Semi-Urban,145197.58,558.55,Y,N,2.0,834.82,0,Active,256,8479.2,2,Semi-Urban,1,254360.28,0.0
F,53,2995.17,Low,State servant,Managers,Semi-Urban,14421.83,137.39,N,N,2.0,683.22,0,Inactive,83,2995.17,3,Rural,1,23597.79,10095.28
F,30,1231.39,Low,Working,Laborers,Rural,37931.77,187.64,N,Y,2.0,817.22,0,Inactive,544,1231.39,1,Semi-Urban,1,57933.45,28448.83
M,18,1228.85,Low,Commercial associate,Sales staff,Semi-Urban,7820.36,88.06,Y,Y,3.0,712.86,0,Active,268,1228.85,4,Urban,1,9248.13,5083.23
M,18,1227.17,Low,Working,Sales staff,Semi-Urban,39572.68,211.74,N,Y,3.0,673.93,0,Inactive,28,1227.17,4,Urban,1,72480.23,25722.24
M,18,3530.64,Low,Working,Sales staff,Rural,184888.51,574.99,N,Y,1.0,690.39,0,Inactive,311,3530.64,4,Semi-Urban,1,221077.07,129421.96
M,64,3399.02,Low,Commercial associate,Sales staff,Semi-Urban,13297.12,138.76,N,N,4.0,735.97,1,Unpossessed,741,3399.02,2,Urban,0,15051.04,0.0
F,59,3260.77,Low,Working,Laborers,Semi-Urban,176306.67,558.64,N,Y,3.0,605.77,0,Inactive,902,3260.77,1,Semi-Urban,1,333786.22,0.0
M,27,1770.59,Low,State servant,Core staff,Semi-Urban,70744.4,379.11,N,Y,2.0,775.14,0,Inactive,58,1770.59,3,Semi-Urban,1,81984.05,56595.52
F,40,2463.77,Low,Working,Laborers,Semi-Urban,47577.34,385.94,Y,N,2.0,625.1,1,Inactive,511,2463.77,3,Urban,0,73503.53,0.0
F,18,8535.17,Low,Commercial associate,Managers,Semi-Urban,309605.46,734.28,Y,Y,2.0,822.67,0,Inactive,786,8535.17,1,Rural,1,459047.07,0.0
F,60,2147.15,Low,Working,High skill tech staff,Semi-Urban,35520.7,286.87,Y,Y,2.0,716.78,0,Unpossessed,682,2147.15,3,Rural,0,58183.91,0.0
F,18,5189.98,Low,Working,Laborers,Rural,85061.88,259.62,Y,N,5.0,624.7,0,Active,726,5189.98,3,Urban,1,129387.51,0.0
M,44,1229.42,Low,Commercial associate,Sales staff,Rural,96522.75,383.57,N,Y,3.0,725.04,0,Active,197,1229.42,3,Semi-Urban,1,170101.93,0.0
M,41,1617.36,Low,State servant,Managers,Semi-Urban,74042.08,361.05,Y,Y,2.0,839.96,0,Inactive,528,1617.36,3,Urban,1,137926.5,55531.56
M,21,3123.26,Low,Working,Drivers,Semi-Urban,26218.68,274.73,Y,Y,1.0,655.85,1,Unpossessed,507,3123.26,4,Rural,1,30245.25,17042.14
F,18,2115.73,Low,State servant,Cooking staff,Semi-Urban,167593.18,439.16,Y,Y,3.0,827.17,0,Inactive,661,2115.73,2,Rural,1,262152.48,0.0
F,25,3188.52,Low,Working,Laborers,Semi-Urban,24251.19,120.98,N,Y,2.0,754.51,0,Unpossessed,78,3188.52,1,Urban,1,33956.53,0.0
F,29,2670.65,Low,Working,Core staff,Semi-Urban,125570.37,368.51,N,Y,2.0,866.95,1,Inactive,277,2670.65,1,Urban,1,218683.96,94177.78
M,48,1717.58,Low,Commercial associate,Managers,Semi-Urban,87043.84,452.68,N,Y,2.0,694.58,0,Active,49,1717.58,2,Semi-Urban,0,159839.08,0.0
M,53,1300.99,Low,Commercial associate,Accountants,Semi-Urban,25882.01,121.35,N,N,3.0,709.63,0,Active,434,1300.99,3,Rural,1,31382.87,18117.41
F,48,3740.92,Low,Working,Laborers,Semi-Urban,72023.98,381.07,Y,Y,3.0,622.42,0,Inactive,184,3740.92,4,Rural,0,127905.46,0.0
F,22,6800.79,Low,Commercial associate,Managers,Urban,152699.87,679.32,Y,N,2.0,802.36,0,Active,309,6800.79,1,Semi-Urban,1,270847.46,106889.91
M,60,3874.33,Low,State servant,Core staff,Urban,144917.87,797.47,N,N,2.0,817.62,0,Unpossessed,367,3874.33,2,Semi-Urban,1,204470.25,101442.51
F,35,1822.31,Low,Commercial associate,Managers,Semi-Urban,141248.89,445.11,N,Y,2.0,857.64,0,Unpossessed,992,1822.31,3,Urban,0,211515.14,141248.89
M,25,1667.63,Low,Commercial associate,Cooking staff,Semi-Urban,70281.08,661.11,Y,Y,2.0,832.83,0,Unpossessed,552,1667.63,3,Urban,1,117356.18,49196.76
F,27,1884.87,Low,Working,Accountants,Semi-Urban,68853.09,327.98,Y,Y,3.0,778.64,0,Active,560,1884.87,1,Rural,1,90758.0,55082.47
F,18,3762.24,Low,Working,High skill tech staff,Semi-Urban,253340.51,926.65,N,Y,2.0,765.74,1,Active,398,3762.24,1,Urban,1,465285.66,202672.41
M,29,2557.85,Low,State servant,Laborers,Semi-Urban,198244.7,563.34,Y,N,2.0,789.08,1,Inactive,738,2557.85,1,Urban,0,231368.95,0.0
M,33,2324.07,Low,Working,Laborers,Rural,113438.4,451.73,Y,Y,2.0,697.04,1,Unpossessed,529,2324.07,4,Urban,1,142413.47,0.0
M,29,2166.15,Low,Commercial associate,Laborers,Semi-Urban,35542.12,381.03,N,Y,2.0,766.35,0,Unpossessed,748,2166.15,4,Semi-Urban,1,65323.49,28433.7
M,33,1983.91,Low,Working,Sales staff,Semi-Urban,40467.23,193.99,Y,N,3.0,746.1,0,Unpossessed,664,1983.91,4,Semi-Urban,0,75691.97,0.0
F,18,3989.42,Low,Working,Managers,Semi-Urban,82335.22,397.14,N,Y,2.0,627.72,0,Unpossessed,122,3989.42,1,Semi-Urban,1,135076.42,0.0
F,19,1169.18,Low,Working,Cooking staff,Urban,37000.97,139.07,Y,N,2.0,757.96,0,Inactive,598,1169.18,2,Semi-Urban,1,66461.18,25900.68
F,27,1097.28,Low,Working,Sales staff,Semi-Urban,129339.49,376.5,N,Y,2.0,820.66,0,Unpossessed,982,1097.28,1,Semi-Urban,1,228654.74,97004.62
F,46,1612.22,Low,Working,Managers,Semi-Urban,89336.58,388.24,Y,Y,2.0,609.52,0,Unpossessed,463,1612.22,1,Urban,1,110139.03,0.0
F,34,699.97,Low,Working,Core staff,Semi-Urban,16673.81,188.96,N,Y,4.0,738.5,1,Active,949,699.97,2,Urban,1,27753.42,11671.67
M,48,1851.31,Low,Working,Sales staff,Semi-Urban,43013.26,348.62,Y,Y,2.0,661.16,0,Active,33,1851.31,4,Semi-Urban,1,64617.03,27958.62
M,39,1530.22,Low,Working,Private service staff,Semi-Urban,44145.51,269.15,N,Y,2.0,667.68,0,Unpossessed,137,1530.22,1,Semi-Urban,1,52733.28,28694.58
F,28,1771.96,Low,Working,Core staff,Rural,104710.87,484.38,N,Y,4.0,804.39,0,Inactive,71,1771.96,3,Urban,1,193601.06,78533.15
F,63,1450.26,Low,Working,Laborers,Rural,34252.72,166.83,Y,Y,2.0,849.54,1,Active,839,1450.26,2,Rural,0,60631.34,0.0
F,55,1383.71,Low,Working,Cooking staff,Semi-Urban,83214.71,384.64,N,Y,2.0,652.63,0,Active,747,1383.71,2,Urban,1,137452.77,58250.3
M,18,1110.09,Low,Working,Core staff,Semi-Urban,27321.65,192.1,N,N,4.0,644.5,0,Active,370,1110.09,1,Semi-Urban,1,38971.03,0.0
M,48,1238.31,Low,Working,Drivers,Semi-Urban,18610.62,159.28,Y,N,3.0,658.47,0,Active,287,1238.31,4,Rural,1,25794.55,0.0
M,50,3197.63,Low,Commercial associate,Sales staff,Semi-Urban,107483.13,636.85,N,Y,2.0,700.7,0,Inactive,951,3197.63,1,Semi-Urban,1,181757.12,75238.19
M,58,1835.77,Low,Working,Laborers,Rural,25730.93,156.59,N,N,1.0,690.4,1,Unpossessed,440,1835.77,4,Urban,1,37718.09,16725.1
F,53,1722.55,Low,Working,Realty agents,Semi-Urban,22555.73,123.83,N,N,2.0,737.13,0,Active,738,1722.55,1,Urban,0,40532.49,0.0
M,18,5150.46,Low,Working,High skill tech staff,Semi-Urban,282968.21,930.78,Y,Y,3.0,755.47,1,Active,711,5150.46,3,Urban,1,-999.0,198077.75
F,55,1669.26,Low,Working,Sales staff,Semi-Urban,112699.63,545.99,N,N,2.0,712.77,1,Unpossessed,137,1669.26,1,Semi-Urban,1,186383.63,78889.74
F,22,2662.61,Low,Working,Sales staff,Semi-Urban,25299.36,127.43,N,Y,2.0,690.46,0,Active,445,2662.61,3,Semi-Urban,1,31286.51,16444.58
F,55,2453.15,Low,Working,Laborers,Rural,35697.39,270.35,N,Y,2.0,713.43,0,Inactive,890,2453.15,2,Semi-Urban,0,46058.65,0.0
M,42,1839.09,Low,Commercial associate,Laborers,Semi-Urban,38141.28,265.29,N,N,4.0,778.99,1,Active,203,1839.09,1,Semi-Urban,1,50024.55,28605.96
F,22,1710.4,Low,Working,Accountants,Semi-Urban,22895.28,220.2,Y,Y,2.0,810.45,0,Active,9,1710.4,4,Rural,1,-999.0,-999.0
F,22,953.44,Low,Commercial associate,Medicine staff,Semi-Urban,95232.71,331.13,N,Y,2.0,751.16,0,Inactive,777,953.44,1,Semi-Urban,1,147727.92,0.0
M,39,1845.49,Low,Working,Low-skill Laborers,Rural,28262.98,139.95,N,Y,3.0,669.66,0,Unpossessed,492,1845.49,3,Urban,1,45545.62,19784.09
F,29,4482.8,Low,Commercial associate,Managers,Semi-Urban,123793.99,494.1,N,Y,2.0,867.59,0,Inactive,877,4482.8,3,Urban,1,221246.77,86655.79
F,23,1221.42,Low,Commercial associate,Sales staff,Rural,77570.15,396.3,Y,N,5.0,690.25,0,Active,773,1221.42,3,Urban,1,145733.1,50420.6
M,41,2432.25,Low,Working,Sales staff,Semi-Urban,125460.04,444.2,N,Y,2.0,820.73,0,Unpossessed,767,2432.25,1,Rural,1,230773.78,100368.03
F,60,1991.65,Low,Working,Laborers,Urban,194316.25,523.58,N,Y,2.0,772.11,0,Unpossessed,464,1991.65,3,Urban,1,341835.76,136021.38
M,31,3139.72,Low,Working,Laborers,Rural,179364.2,525.62,N,Y,2.0,684.61,0,Inactive,87,3139.72,1,Semi-Urban,1,251531.11,125554.94
F,28,8408.11,Low,Commercial associate,High skill tech staff,Urban,127079.36,340.68,Y,Y,3.0,798.81,0,Inactive,291,8408.11,1,Urban,1,182942.16,95309.52
F,43,7649.44,Low,Working,Accountants,Urban,260877.58,979.64,Y,N,2.0,800.39,0,Active,374,7649.44,4,Rural,1,441307.81,182614.31
M,55,3085.12,Low,Working,Core staff,Semi-Urban,43375.27,268.22,N,Y,3.0,703.97,0,Active,343,3085.12,1,Semi-Urban,1,64011.38,30362.69
F,26,4090.68,Low,State servant,High skill tech staff,Semi-Urban,32804.29,349.06,Y,Y,1.0,738.97,0,Unpossessed,206,4090.68,4,Semi-Urban,1,55498.53,22963.0
F,48,2926.1,Low,State servant,Sales staff,Rural,95950.24,481.63,Y,Y,2.0,678.24,1,Unpossessed,216,2926.1,3,Urban,1,134054.39,62367.66
M,22,1932.28,Low,Working,Medicine staff,Semi-Urban,67257.2,288.77,N,Y,2.0,726.12,1,Active,312,1932.28,2,Rural,1,117361.08,43717.18
M,45,1581.59,Low,Working,Low-skill Laborers,Semi-Urban,31573.77,146.62,Y,Y,4.0,722.65,0,Unpossessed,631,1581.59,3,Semi-Urban,1,46984.96,20522.95
M,31,2229.27,Low,Commercial associate,Accountants,Semi-Urban,30049.94,223.48,N,N,3.0,716.52,1,Unpossessed,377,2229.27,2,Semi-Urban,1,49861.19,19532.46
M,19,4918.05,Low,Commercial associate,Sales staff,Semi-Urban,122347.24,563.03,N,N,2.0,807.25,0,Active,386,4918.05,3,Semi-Urban,1,192107.76,97877.79
F,60,2426.87,Low,Commercial associate,Medicine staff,Semi-Urban,56262.01,259.19,N,Y,3.0,853.36,0,Inactive,298,2426.87,1,Semi-Urban,1,97640.72,39383.41
M,44,1324.16,Low,Working,Core staff,Semi-Urban,48250.17,488.31,N,N,3.0,760.43,0,Inactive,208,1324.16,1,Urban,1,66857.02,0.0
M,26,1620.81,Low,Working,Drivers,Semi-Urban,78191.07,509.41,Y,Y,2.0,635.26,0,Active,682,1620.81,3,Rural,1,129694.05,0.0
F,31,2817.44,Low,Working,Medicine staff,Semi-Urban,94428.08,480.18,N,Y,1.0,699.1,1,Active,209,2817.44,4,Semi-Urban,1,175157.48,66099.66
M,18,1632.76,Low,Commercial associate,Laborers,Semi-Urban,46374.9,331.96,N,Y,2.0,747.02,0,Inactive,896,1632.76,2,Rural,1,70934.45,30143.68
M,37,1244.3,Low,State servant,Drivers,Semi-Urban,50663.63,242.54,N,Y,1.0,792.26,0,Inactive,398,1244.3,1,Urban,1,74837.6,37997.72
F,58,1745.2,Low,Working,Laborers,Semi-Urban,195465.05,751.39,N,Y,4.0,670.96,1,Active,725,1745.2,4,Urban,1,243958.87,127052.28
F,43,4897.71,Low,Commercial associate,Private service staff,Semi-Urban,194765.38,553.83,N,Y,2.0,780.34,0,Active,735,4897.71,2,Semi-Urban,1,356454.77,136335.77
F,18,851.65,Low,Working,Laborers,Semi-Urban,31678.72,133.27,N,N,2.0,819.93,0,Inactive,233,851.65,2,Urban,1,44457.8,23759.04
F,57,2106.32,Low,Working,Cooking staff,Semi-Urban,50385.3,233.31,N,N,4.0,615.42,0,Inactive,47,2106.32,2,Urban,1,86713.56,0.0
M,42,1979.13,Low,Working,Laborers,Semi-Urban,57783.82,349.87,N,N,2.0,854.63,0,Unpossessed,142,1979.13,2,Rural,1,91512.42,46227.06
M,61,3381.25,Low,Commercial associate,Accountants,Urban,49569.4,247.06,N,Y,4.0,732.72,1,Active,955,3381.25,4,Semi-Urban,1,67440.78,34698.58
M,59,2465.26,Low,Working,Laborers,Rural,21125.17,226.43,Y,Y,2.0,805.79,1,Active,733,2465.26,3,Rural,1,27036.5,0.0
M,28,1873.7,Low,Working,Laborers,Semi-Urban,54709.7,304.94,N,N,2.0,812.27,1,Unpossessed,518,1873.7,1,Semi-Urban,1,102150.69,38296.79
F,18,1861.76,Low,Working,Drivers,Rural,110634.47,371.91,N,Y,3.0,647.16,0,Active,96,1861.76,2,Rural,1,195941.14,0.0
M,30,2797.78,Low,Working,Managers,Semi-Urban,91161.13,443.74,N,Y,3.0,721.4,1,Inactive,703,2797.78,1,Semi-Urban,0,156122.33,0.0
M,53,1820.88,Low,Working,Drivers,Semi-Urban,143502.67,464.54,N,N,3.0,646.46,0,Unpossessed,809,1820.88,3,Urban,0,189030.54,0.0
M,57,1678.9,Low,Commercial associate,High skill tech staff,Semi-Urban,77468.58,473.2,N,N,1.0,727.08,0,Unpossessed,568,1678.9,1,Semi-Urban,1,121065.99,50354.58
M,18,4793.44,Low,Working,Laborers,Semi-Urban,129976.71,550.29,Y,Y,2.0,834.58,0,Active,873,4793.44,4,Urban,1,182706.57,103981.37
M,38,2355.71,Low,Working,Core staff,Semi-Urban,124192.05,801.27,N,Y,3.0,742.04,0,Inactive,831,2355.71,1,Rural,1,204162.51,80724.83
M,50,1258.39,Low,Commercial associate,Sales staff,Semi-Urban,35048.87,191.67,N,Y,2.0,735.08,0,Active,634,1258.39,2,Rural,1,60021.38,0.0
F,18,5266.41,Low,Commercial associate,Security staff,Urban,43663.99,327.32,N,Y,2.0,704.52,0,Unpossessed,519,5266.41,1,Semi-Urban,1,58173.96,0.0
M,31,2430.64,Low,Working,Sales staff,Semi-Urban,164323.25,443.47,Y,Y,4.0,693.64,0,Unpossessed,589,2430.64,1,Rural,1,189521.83,115026.28
F,18,3250.13,Low,Working,Laborers,Rural,124444.66,559.39,Y,Y,1.0,690.95,1,Inactive,77,3250.13,3,Urban,1,205704.75,-999.0
M,46,921.53,Low,Working,Security staff,Semi-Urban,103323.15,384.0,N,N,4.0,700.26,1,Inactive,705,921.53,4,Urban,1,178775.96,72326.2
M,54,1696.49,Low,Commercial associate,Accountants,Semi-Urban,62455.65,271.87,N,Y,1.0,851.12,0,Inactive,824,1696.49,1,Urban,1,84888.82,46841.74
M,18,997.6,Low,Commercial associate,Sales staff,Semi-Urban,24441.79,131.62,N,Y,3.0,611.64,0,Active,23,997.6,1,Semi-Urban,1,40679.0,0.0
F,18,5713.26,Low,Working,Laborers,Urban,327472.6,930.17,N,Y,2.0,709.04,0,Active,424,5713.26,1,Semi-Urban,1,396842.23,212857.19
M,32,2570.68,Low,Commercial associate,Cleaning staff,Semi-Urban,31112.38,171.88,Y,Y,2.0,692.15,0,Active,593,2570.68,4,Semi-Urban,1,48798.4,21778.67
F,27,3166.6,Low,Commercial associate,Core staff,Semi-Urban,65417.49,470.24,N,N,1.0,750.42,0,Unpossessed,509,3166.6,2,Rural,1,106200.03,45792.24
M,25,2477.22,Low,Working,High skill tech staff,Semi-Urban,31866.68,279.49,N,Y,3.0,678.76,0,Unpossessed,218,2477.22,2,Urban,1,55405.22,20713.34
F,26,2602.94,Low,Working,Managers,Semi-Urban,112655.42,476.8,N,Y,2.0,792.76,0,Inactive,258,2602.94,1,Semi-Urban,1,153996.68,84491.56
F,32,3520.37,Low,Working,Sales staff,Semi-Urban,75887.34,418.58,N,Y,3.0,718.65,0,Active,925,3520.37,2,Urban,1,127480.02,49326.77
M,34,3164.96,Low,Working,Core staff,Rural,108305.56,513.99,Y,N,3.0,736.55,0,Inactive,737,3164.96,2,Semi-Urban,0,178094.18,0.0
F,60,2013.06,Low,Working,Sales staff,Semi-Urban,74329.34,340.39,N,N,2.0,724.55,0,Unpossessed,642,2013.06,2,Rural,0,84492.67,0.0
M,36,3354.83,Low,Working,Core staff,Semi-Urban,198861.24,646.18,N,N,2.0,684.13,1,Active,180,3354.83,2,Rural,1,262274.88,139202.87
F,60,2530.63,Low,Working,Accountants,Semi-Urban,177529.03,587.87,Y,N,3.0,716.88,0,Unpossessed,863,2530.63,1,Rural,1,217234.31,124270.32
F,18,3497.99,Low,State servant,Medicine staff,Semi-Urban,32680.69,172.01,N,N,1.0,770.29,1,Unpossessed,378,3497.99,2,Rural,1,36832.43,24510.52
M,35,2602.71,Low,Working,Laborers,Semi-Urban,60816.05,425.03,Y,Y,3.0,740.26,0,Unpossessed,647,2602.71,3,Semi-Urban,1,86795.77,39530.43
M,19,418.9,Low,State servant,Laborers,Semi-Urban,39662.54,211.12,N,N,4.0,647.59,1,Inactive,393,418.9,2,Semi-Urban,1,74836.19,0.0
F,55,1338.65,Low,Working,Accountants,Semi-Urban,102553.58,380.53,N,N,3.0,742.73,0,Unpossessed,20,1338.65,3,Rural,1,120868.67,66659.83
M,36,1340.98,Low,Working,Cleaning staff,Rural,34786.22,259.62,N,N,3.0,796.46,1,Unpossessed,59,1340.98,3,Rural,1,61144.11,26089.66
M,28,2730.12,Low,Working,Laborers,Semi-Urban,49236.13,285.32,Y,Y,2.0,687.94,0,Unpossessed,536,2730.12,4,Semi-Urban,1,88627.94,0.0
M,18,1168.79,Low,Working,Sales staff,Semi-Urban,20031.42,181.48,N,N,1.0,689.83,0,Inactive,336,1168.79,1,Semi-Urban,1,28739.25,0.0
M,18,3508.94,Low,Working,Core staff,Semi-Urban,70511.88,311.08,Y,Y,2.0,660.38,0,Unpossessed,88,3508.94,1,Semi-Urban,1,113738.41,49358.32
F,50,1102.95,Low,Working,Sales staff,Rural,57161.18,304.61,N,Y,2.0,782.9,0,Unpossessed,451,1102.95,2,Urban,0,87269.43,0.0
F,37,3872.39,Low,Working,Accountants,Rural,194563.16,534.15,Y,Y,2.0,845.5,0,Unpossessed,260,3872.39,2,Semi-Urban,1,274858.13,155650.53
M,29,6861.33,Low,Working,Sales staff,Semi-Urban,34666.45,175.92,Y,Y,2.0,658.72,0,Unpossessed,671,6861.33,2,Rural,1,52239.07,22533.19
M,34,2721.17,Low,Working,Laborers,Semi-Urban,57768.49,270.97,Y,N,1.0,642.49,0,Active,341,2721.17,1,Urban,1,94913.3,0.0
M,57,2325.34,Low,Working,High skill tech staff,Semi-Urban,131402.91,586.74,N,Y,1.0,789.25,0,Unpossessed,595,2325.34,1,Semi-Urban,1,157938.95,0.0
M,55,5154.69,Low,Commercial associate,Medicine staff,Semi-Urban,147944.42,527.72,N,N,4.0,743.1,0,Inactive,959,5154.69,1,Rural,1,234561.48,103561.09
M,18,1324.32,Low,Working,High skill tech staff,Semi-Urban,50937.4,175.25,N,Y,2.0,660.31,0,Inactive,850,1324.32,1,Rural,0,75153.49,0.0
M,60,2138.89,Low,Working,Core staff,Urban,29804.0,152.39,N,Y,1.0,719.56,1,Active,463,2138.89,1,Urban,1,-999.0,20862.8
F,50,1621.2,Low,Working,Core staff,Semi-Urban,156379.98,495.15,Y,Y,2.0,829.83,0,Unpossessed,170,1621.2,4,Rural,1,173708.48,117284.99
F,38,1458.86,Low,Commercial associate,Drivers,Rural,53571.12,411.7,Y,N,3.0,694.92,0,Active,457,1458.86,2,Rural,1,101692.03,34821.23
F,35,1164.58,Low,Commercial associate,Accountants,Semi-Urban,27008.02,121.68,N,Y,1.0,680.64,0,Active,718,1164.58,2,Urban,1,46611.64,18905.61
F,28,3387.25,Low,Working,Sales staff,Semi-Urban,35246.3,256.11,N,N,2.0,600.9,0,Unpossessed,757,3387.25,3,Rural,1,61477.42,0.0
M,18,3629.98,Low,Commercial associate,Sales staff,Semi-Urban,71328.02,395.35,N,N,1.0,627.1,0,Active,525,3629.98,1,Rural,0,124171.26,0.0
F,58,6833.54,Low,Working,Managers,Rural,67831.05,598.36,Y,Y,4.0,685.88,1,Inactive,181,6833.54,4,Rural,1,87250.79,44090.18
M,23,1547.05,Low,Working,Cooking staff,Rural,113029.38,562.73,N,Y,2.0,781.13,1,Inactive,903,1547.05,4,Semi-Urban,0,159764.09,0.0
F,61,3150.96,Low,Working,Sales staff,Semi-Urban,161641.9,797.48,N,Y,3.0,759.24,0,Unpossessed,106,3150.96,3,Urban,0,303706.07,0.0
M,25,1416.75,Low,Working,Laborers,Semi-Urban,22089.49,148.01,N,Y,2.0,875.0,0,Active,767,1416.75,1,Rural,1,38536.32,17671.59
F,36,2353.81,Low,Working,Sales staff,Semi-Urban,68154.17,240.19,N,Y,3.0,723.15,0,Active,26,2353.81,2,Rural,1,79122.6,44300.21
F,48,3511.09,Low,Commercial associate,Managers,Rural,30769.7,210.84,N,Y,1.0,891.75,1,Inactive,635,3511.09,2,Rural,1,57126.33,24615.76
M,50,3310.39,Low,State servant,Managers,Urban,89152.55,366.37,N,Y,2.0,696.45,0,Active,957,3310.39,2,Rural,1,166379.54,57949.16
F,43,1935.49,Low,Working,Private service staff,Semi-Urban,109313.69,459.13,N,Y,2.0,650.39,0,Active,31,1935.49,1,Urban,1,143224.2,76519.58
F,51,1270.66,Low,Working,Managers,Semi-Urban,24501.42,122.0,N,Y,2.0,630.87,0,Unpossessed,348,1270.66,4,Urban,1,42946.33,0.0
F,28,2634.5,Low,Commercial associate,Sales staff,Semi-Urban,99586.27,563.3,Y,Y,4.0,781.78,0,Unpossessed,98,2634.5,3,Urban,1,186222.13,69710.39
M,40,3511.28,Low,Working,Core staff,Semi-Urban,210479.39,762.74,N,Y,4.0,736.64,0,Unpossessed,401,3511.28,1,Urban,1,342587.25,147335.57
F,29,2752.51,Low,State servant,Drivers,Rural,213485.08,766.35,Y,Y,2.0,772.24,0,Inactive,675,2752.51,2,Urban,1,304160.08,160113.81
F,43,1869.65,Low,State servant,Core staff,Semi-Urban,34243.66,307.37,Y,Y,2.0,829.63,1,Unpossessed,612,1869.65,3,Rural,1,50998.0,27394.93
F,21,1411.69,Low,Working,Core staff,Semi-Urban,122216.13,411.08,Y,Y,3.0,745.57,0,Inactive,960,1411.69,1,Urban,1,210041.34,79440.48
M,34,2055.43,Low,Working,High skill tech staff,Semi-Urban,42477.42,202.13,N,Y,2.0,771.71,0,Inactive,35,2055.43,3,Urban,1,54319.2,31858.06
M,64,2492.73,Low,Commercial associate,Accountants,Semi-Urban,50333.69,373.93,Y,Y,1.0,781.86,0,Inactive,149,2492.73,2,Urban,1,85632.95,37750.27
M,18,1688.87,Low,Commercial associate,Core staff,Rural,80789.43,455.11,N,Y,2.0,720.89,0,Unpossessed,433,1688.87,4,Urban,1,124023.86,56552.6
M,18,3025.45,Low,Working,Laborers,Semi-Urban,29065.61,168.47,Y,Y,3.0,778.85,0,Inactive,227,3025.45,1,Semi-Urban,1,47072.06,20345.93
F,55,1974.99,Low,Working,Laborers,Semi-Urban,47464.77,368.4,N,Y,2.0,753.82,0,Active,601,1974.99,3,Urban,1,75207.46,35598.58
M,31,2464.2,Low,Working,Core staff,Semi-Urban,61712.69,286.86,Y,N,2.0,774.66,0,Unpossessed,885,2464.2,2,Semi-Urban,1,93541.9,43198.88
M,62,1217.68,Low,Working,Core staff,Semi-Urban,29048.03,136.93,N,N,1.0,638.78,0,Active,187,1217.68,4,Urban,0,52242.64,0.0
F,35,2165.87,Low,Working,Laborers,Semi-Urban,82145.78,412.66,N,Y,1.0,695.36,0,Inactive,212,2165.87,2,Urban,1,132697.41,57502.05
F,37,3003.59,Low,Working,Accountants,Urban,190640.75,780.78,N,N,1.0,856.62,0,Active,867,3003.59,1,Urban,0,308298.72,152512.6
F,48,1218.9,Low,Working,Drivers,Semi-Urban,46361.29,301.77,Y,Y,2.0,775.17,1,Active,946,1218.9,1,Rural,1,72228.28,0.0
F,56,1522.43,Low,Working,Laborers,Semi-Urban,36829.37,186.32,N,Y,3.0,659.34,0,Inactive,147,1522.43,2,Rural,1,52742.9,23939.09
M,18,2745.48,Low,Working,Laborers,Semi-Urban,68703.96,330.53,Y,Y,3.0,735.56,0,Unpossessed,915,2745.48,2,Rural,1,79044.53,48092.77
M,18,1573.44,Low,Commercial associate,Sales staff,Rural,41941.02,193.03,N,Y,2.0,734.46,0,Active,985,1573.44,3,Semi-Urban,1,46139.22,0.0
M,55,2893.16,Low,Working,Security staff,Rural,60514.67,347.65,N,Y,1.0,610.63,0,Inactive,984,2893.16,3,Semi-Urban,0,97709.71,0.0
F,55,4515.69,Low,Working,Managers,Semi-Urban,149528.73,829.89,N,Y,3.0,722.47,0,Active,860,4515.69,3,Rural,1,194876.9,97193.67
M,18,1546.17,Low,Working,Laborers,Rural,42091.29,500.2,N,N,2.0,613.24,0,Unpossessed,883,1546.17,2,Urban,1,67993.43,0.0
