Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
M,39,1237.83,Low,Working,Laborers,Rural,140609.75,459.86,N,Y,3.0,693.36,0,Active,873,1237.83,4,Urban,1,165100.0,0.0
F,18,2298.24,Low,Commercial associate,Laborers,Semi-Urban,187143.13,521.89,N,Y,2.0,774.87,1,Inactive,743,2298.24,2,Rural,1,259961.89,0.0
M,60,2463.69,Low,Working,Laborers,Semi-Urban,91207.36,287.51,Y,Y,2.0,782.01,0,Unpossessed,432,2463.69,2,Semi-Urban,1,164001.83,68405.52
M,18,2121.47,Low,Working,Laborers,Rural,134626.34,444.14,Y,N,1.0,707.14,0,Unpossessed,478,2121.47,1,Rural,1,233499.25,0.0
F,55,2637.19,Low,Working,Core staff,Semi-Urban,70937.57,352.1,Y,Y,2.0,738.81,0,Inactive,632,2637.19,3,Urban,1,128887.36,46109.42
M,47,2997.25,Low,Commercial associate,Managers,Urban,66553.06,451.55,N,Y,2.0,781.36,1,Unpossessed,354,2997.25,3,Rural,0,125153.53,0.0
F,18,1956.66,Low,Working,Sales staff,Semi-Urban,20323.29,169.73,N,Y,2.0,724.68,1,Active,772,1956.66,4,Rural,0,26414.92,0.0
F,18,1364.85,Low,Commercial associate,Core staff,Semi-Urban,22614.02,193.82,N,Y,2.0,662.53,0,Active,260,1364.85,2,Semi-Urban,1,25354.9,0.0
F,25,3830.11,Low,Working,Managers,Semi-Urban,133465.03,441.67,N,Y,4.0,754.75,1,Active,898,3830.11,4,Urban,1,209384.6,106772.02
F,58,591.24,Low,Working,Cooking staff,Semi-Urban,18985.33,193.58,N,Y,2.0,676.62,1,Unpossessed,540,591.24,4,Semi-Urban,1,24263.59,12340.46
F,18,4791.48,Low,Commercial associate,Managers,Semi-Urban,130042.09,499.66,N,Y,3.0,753.64,0,Unpossessed,393,4791.48,2,Semi-Urban,1,185936.28,91029.46
F,32,1684.62,Low,Working,Sales staff,Semi-Urban,134202.42,548.87,Y,Y,3.0,754.43,1,Unpossessed,928,1684.62,4,Rural,1,229855.73,100651.82
F,18,3497.03,Low,Working,Cooking staff,Semi-Urban,57952.38,253.55,Y,Y,2.0,628.9,0,Active,697,3497.03,1,Semi-Urban,0,107601.49,0.0
M,56,3718.71,Low,Commercial associate,Accountants,Semi-Urban,279864.79,1088.7,Y,Y,2.0,849.77,0,Unpossessed,116,3718.71,3,Semi-Urban,1,424443.43,223891.83
M,35,1528.25,Low,State servant,Core staff,Semi-Urban,95224.0,302.87,N,Y,3.0,705.87,0,Inactive,519,1528.25,1,Semi-Urban,1,117710.76,66656.8
F,27,1243.67,Low,Working,Drivers,Semi-Urban,64296.27,286.73,Y,N,1.0,674.09,0,Active,92,1243.67,4,Rural,1,83224.84,45007.39
M,42,2149.77,Low,Working,Cooking staff,Semi-Urban,54888.19,288.57,N,Y,2.0,717.43,1,Unpossessed,399,2149.77,1,Urban,1,67300.13,35677.32
M,31,1279.21,Low,Working,Core staff,Semi-Urban,42552.31,234.69,Y,Y,2.0,797.51,1,Active,2,1279.21,3,Urban,1,47804.44,34041.85
F,44,2118.72,Low,Working,Sales staff,Semi-Urban,8032.99,63.69,Y,N,2.0,785.57,0,Active,774,2118.72,3,Urban,1,12218.53,6024.74
M,48,3469.72,Low,Working,High skill tech staff,Rural,179781.82,631.78,Y,Y,3.0,735.41,1,Unpossessed,837,3469.72,1,Semi-Urban,1,273435.64,125847.27
M,53,1003.84,Low,Working,Accountants,Semi-Urban,25645.1,188.35,Y,Y,5.0,631.35,0,Unpossessed,610,1003.84,1,Rural,1,46892.0,0.0
M,60,3751.59,Low,Working,Core staff,Semi-Urban,112644.68,518.7,Y,Y,4.0,829.2,0,Unpossessed,321,3751.59,2,Rural,1,187353.43,0.0
F,33,1285.39,Low,Commercial associate,Laborers,Semi-Urban,40969.6,182.79,N,Y,2.0,664.69,0,Active,553,1285.39,1,Semi-Urban,1,46290.75,26630.24
F,55,2497.93,Low,Working,Medicine staff,Semi-Urban,60356.4,262.87,N,N,4.0,695.44,1,Inactive,635,2497.93,2,Rural,1,89388.75,-999.0
M,35,3067.63,Low,Working,Drivers,Semi-Urban,141104.6,535.24,N,Y,2.0,682.7,0,Active,931,3067.63,2,Urban,1,215510.1,98773.22
M,59,1333.77,Low,Working,Cooking staff,Semi-Urban,46685.32,259.95,N,Y,2.0,723.96,0,Active,642,1333.77,2,Rural,1,52279.96,32679.72
M,54,1519.75,Low,Commercial associate,Sales staff,Semi-Urban,23485.87,181.81,N,Y,2.0,630.91,0,Active,437,1519.75,1,Rural,1,30740.03,0.0
F,48,1845.61,Low,Working,Laborers,Semi-Urban,78120.85,334.09,N,Y,1.0,792.15,0,Inactive,226,1845.61,2,Urban,1,119933.31,62496.68
M,18,1357.1,Low,Commercial associate,Drivers,Rural,107127.94,362.86,N,Y,5.0,716.03,0,Unpossessed,964,1357.1,3,Rural,1,118110.56,74989.56
M,33,4008.04,Low,Working,Drivers,Urban,84642.64,1093.34,Y,Y,2.0,766.72,1,Unpossessed,434,4008.04,3,Rural,1,133532.44,67714.11
F,62,1596.38,Low,State servant,Medicine staff,Semi-Urban,26016.39,138.13,N,Y,1.0,673.05,0,Inactive,567,1596.38,3,Rural,1,37755.6,18211.47
F,64,1511.63,Low,Working,Drivers,Semi-Urban,43353.73,231.5,N,N,1.0,611.96,0,Unpossessed,447,1511.63,4,Semi-Urban,1,77758.46,0.0
F,35,2303.67,Low,Commercial associate,Sales staff,Semi-Urban,84731.1,374.04,Y,Y,3.0,716.02,0,Unpossessed,669,2303.67,4,Rural,1,140906.8,59311.77
M,45,3152.12,Low,Commercial associate,Sales staff,Semi-Urban,115973.82,729.03,N,Y,2.0,678.02,0,Active,892,3152.12,2,Rural,1,193253.02,75382.98
F,39,1689.32,Low,Working,Sales staff,Semi-Urban,160865.0,427.2,N,N,2.0,816.66,0,Inactive,293,1689.32,1,Rural,0,236141.85,0.0
M,60,1359.51,Low,Working,Laborers,Semi-Urban,15828.65,151.84,N,N,3.0,683.16,0,Active,3,1359.51,1,Urban,1,17865.37,11080.05
M,18,853.79,Low,Working,Laborers,Semi-Urban,28289.99,129.51,N,Y,3.0,697.83,0,Inactive,240,853.79,2,Rural,1,41368.73,0.0
M,25,11027.01,Low,Working,Laborers,Rural,99661.06,311.02,N,Y,2.0,729.39,0,Inactive,970,11027.01,1,Urban,1,118996.7,0.0
F,26,2979.95,Low,Commercial associate,High skill tech staff,Rural,144094.76,484.83,Y,Y,2.0,859.82,1,Inactive,553,2979.95,1,Semi-Urban,0,258268.04,115275.81
M,52,1800.29,Low,Commercial associate,Laborers,Rural,52685.77,323.04,N,Y,1.0,750.55,0,Unpossessed,917,1800.29,4,Urban,1,90704.76,42148.62
F,56,3066.83,Low,Working,Security staff,Semi-Urban,40425.57,354.57,N,Y,3.0,625.43,1,Active,374,3066.83,4,Rural,1,44791.3,0.0
F,18,3096.72,Low,State servant,Core staff,Rural,156667.03,461.22,N,N,1.0,857.24,0,Unpossessed,836,3096.72,4,Rural,1,249822.75,109666.92
M,26,2258.85,Low,Working,Laborers,Rural,136386.44,446.66,N,Y,4.0,732.0,0,Inactive,732,2258.85,1,Semi-Urban,1,201738.35,0.0
M,26,2801.29,Low,Commercial associate,Laborers,Semi-Urban,115313.84,358.07,N,Y,2.0,691.64,0,Unpossessed,118,2801.29,3,Semi-Urban,1,204470.02,80719.69
M,18,1357.9,Low,Commercial associate,Cooking staff,Semi-Urban,40667.25,221.88,N,Y,1.0,736.95,0,Unpossessed,149,1357.9,2,Urban,1,67457.76,28467.07
F,42,2805.59,Low,Commercial associate,Laborers,Semi-Urban,191626.88,813.28,Y,Y,1.0,644.3,0,Inactive,252,2805.59,1,Urban,1,322486.71,0.0
M,35,1952.52,Low,Commercial associate,Laborers,Urban,71989.32,419.03,N,Y,2.0,841.93,0,Inactive,898,1952.52,4,Urban,1,121581.77,53991.99
F,18,3314.04,Low,Commercial associate,Security staff,Semi-Urban,88186.61,611.6,N,N,1.0,747.95,0,Unpossessed,681,3314.04,4,Semi-Urban,1,114497.61,61730.63
F,64,2441.89,Low,Working,Medicine staff,Rural,96440.62,438.66,N,Y,3.0,709.82,0,Active,482,2441.89,4,Rural,1,-999.0,67508.43
F,30,4777.59,Low,Commercial associate,Medicine staff,Semi-Urban,92456.18,468.36,N,Y,1.0,791.62,1,Inactive,10,4777.59,3,Semi-Urban,1,130618.94,73964.94
F,39,3626.0,Low,Working,Sales staff,Urban,63829.8,392.3,Y,Y,2.0,689.78,0,Unpossessed,519,3626.0,1,Semi-Urban,1,78390.83,41489.37
F,60,1254.44,Low,Working,Sales staff,Rural,61207.0,456.4,N,Y,2.0,662.01,0,Active,502,1254.44,3,Rural,1,107171.74,39784.55
F,63,2012.78,Low,Working,Laborers,Semi-Urban,152259.61,433.7,Y,Y,2.0,717.75,0,Inactive,289,2012.78,3,Rural,0,255426.63,0.0
F,36,6162.69,Low,Working,Accountants,Urban,137609.27,649.89,Y,Y,2.0,838.64,1,Unpossessed,884,6162.69,1,Urban,1,156224.87,0.0
M,44,1214.98,Low,Working,Laborers,Semi-Urban,76739.49,349.98,Y,N,2.0,662.92,0,Active,991,1214.98,3,Urban,1,145305.18,0.0
M,55,3026.08,Low,Working,Sales staff,Rural,21729.97,200.39,Y,Y,4.0,679.79,1,Active,686,3026.08,1,Semi-Urban,1,38186.62,15210.98
M,46,2013.91,Low,Working,Laborers,Urban,25198.06,137.5,N,Y,2.0,651.71,0,Unpossessed,658,2013.91,3,Rural,1,43378.82,17638.64
F,41,3172.05,Low,Commercial associate,Core staff,Semi-Urban,116006.59,549.41,N,Y,4.0,742.72,0,Active,352,3172.05,1,Rural,0,133883.67,0.0
F,18,1353.29,Low,Working,Laborers,Semi-Urban,31320.01,154.14,N,N,3.0,829.03,0,Active,736,1353.29,1,Urban,1,38979.13,25056.01
M,18,2189.65,Low,Working,Accountants,Semi-Urban,63982.76,340.39,N,N,2.0,823.95,0,Unpossessed,573,2189.65,3,Rural,1,104512.35,51186.21
M,52,1610.99,Low,Working,Laborers,Semi-Urban,24552.42,203.04,N,Y,2.0,747.19,1,Unpossessed,697,1610.99,1,Semi-Urban,1,29911.61,17186.69
M,33,2079.2,Low,Working,Accountants,Semi-Urban,126538.75,406.1,N,Y,2.0,854.97,0,Active,824,2079.2,1,Urban,1,142427.69,88577.12
M,58,3354.92,Low,Commercial associate,Core staff,Urban,74883.28,506.54,N,N,2.0,727.62,0,Unpossessed,923,3354.92,1,Urban,1,104202.65,0.0
M,40,2057.94,Low,Working,Laborers,Semi-Urban,56715.55,-999.0,Y,Y,3.0,730.3,0,Active,670,2057.94,3,Urban,1,93130.54,39700.88
M,25,2905.47,Low,Working,Drivers,Semi-Urban,175795.35,481.75,Y,Y,2.0,753.67,0,Active,697,2905.47,1,Semi-Urban,0,258359.46,0.0
F,58,1003.96,Low,Working,Core staff,Rural,27340.28,146.08,N,Y,4.0,672.44,0,Inactive,677,1003.96,3,Urban,1,32183.58,17771.18
M,55,1608.78,Low,Commercial associate,Laborers,Semi-Urban,112392.61,447.92,N,Y,3.0,756.4,0,Unpossessed,649,1608.78,2,Semi-Urban,1,147753.73,84294.46
F,58,2194.03,Low,Commercial associate,Accountants,Semi-Urban,49786.44,251.27,N,N,2.0,718.22,0,Active,509,2194.03,2,Rural,1,84963.79,32361.19
M,44,2394.59,Low,Working,Core staff,Rural,90822.09,418.95,N,N,1.0,799.92,0,Active,806,2394.59,1,Semi-Urban,1,146095.54,68116.57
M,38,1347.77,Low,Working,Laborers,Semi-Urban,56838.08,258.37,N,Y,3.0,638.38,0,Active,739,1347.77,4,Semi-Urban,1,90280.98,0.0
F,18,1818.15,Low,Working,Accountants,Semi-Urban,27369.55,137.83,N,N,3.0,790.22,1,Inactive,238,1818.15,2,Semi-Urban,1,40969.24,21895.64
M,61,2715.14,Low,Commercial associate,Medicine staff,Semi-Urban,73824.41,281.13,Y,N,3.0,651.32,0,Active,13,2715.14,1,Semi-Urban,1,83440.31,51677.09
F,24,1678.3,Low,Commercial associate,Sales staff,Rural,170946.99,828.3,Y,Y,5.0,674.25,0,Active,118,1678.3,3,Semi-Urban,1,298561.91,119662.89
F,19,1556.05,Low,Working,Accountants,Urban,85093.87,389.37,N,Y,1.0,619.82,0,Inactive,335,1556.05,2,Urban,1,125650.57,0.0
F,38,2670.35,Low,Working,Sales staff,Semi-Urban,97829.21,299.46,N,Y,2.0,753.86,0,Unpossessed,776,2670.35,2,Rural,1,183894.44,68480.45
M,34,929.32,Low,Working,Laborers,Semi-Urban,27088.29,138.09,N,Y,1.0,704.09,0,Inactive,698,929.32,4,Urban,0,39254.59,0.0
F,45,1711.04,Low,Commercial associate,High skill tech staff,Semi-Urban,110293.47,355.22,Y,Y,2.0,740.9,0,Unpossessed,879,1711.04,1,Urban,1,131513.51,71690.76
M,58,3191.0,Low,Working,Managers,Rural,65877.16,331.48,Y,Y,2.0,705.77,0,Inactive,307,3191.0,1,Semi-Urban,0,96819.64,0.0
M,21,1607.14,Low,Working,Laborers,Semi-Urban,96051.29,486.79,N,Y,2.0,692.93,1,Active,917,1607.14,4,Urban,0,130978.67,0.0
F,18,1381.82,Low,Working,Laborers,Rural,116748.46,406.76,N,Y,4.0,715.19,0,Inactive,590,1381.82,3,Urban,1,201225.88,75886.5
M,59,4129.71,Low,Commercial associate,Laborers,Urban,115138.34,528.55,N,Y,4.0,786.78,1,Inactive,800,4129.71,3,Rural,1,174569.06,80596.84
F,19,3996.38,Low,Commercial associate,High skill tech staff,Semi-Urban,24425.84,114.94,Y,Y,3.0,705.0,0,Active,226,3996.38,2,Urban,0,37377.57,0.0
F,52,1560.58,Low,Working,Low-skill Laborers,Semi-Urban,80580.13,470.15,N,Y,3.0,785.09,0,Unpossessed,381,1560.58,4,Semi-Urban,1,105824.94,0.0
F,34,2226.97,Low,Working,High skill tech staff,Semi-Urban,27238.71,129.91,Y,N,1.0,656.14,0,Unpossessed,243,2226.97,4,Rural,1,50551.24,17705.16
F,56,3131.02,Low,Commercial associate,Managers,Semi-Urban,91285.04,509.67,Y,N,3.0,747.89,0,Inactive,64,3131.02,3,Urban,1,135914.99,0.0
M,61,1104.36,Low,Working,Waiters/barmen staff,Rural,32536.77,152.26,N,N,3.0,683.18,0,Active,281,1104.36,2,Rural,1,50821.39,21148.9
M,49,3850.93,Low,Commercial associate,Cleaning staff,Semi-Urban,77444.59,513.06,Y,Y,3.0,803.69,0,Inactive,682,3850.93,3,Rural,1,121826.16,61955.67
M,44,2274.33,Low,Commercial associate,Realty agents,Rural,141222.2,467.49,N,Y,2.0,756.76,0,Inactive,603,2274.33,2,Rural,0,167987.9,0.0
M,48,2748.24,Low,Working,Managers,Semi-Urban,122189.86,415.36,Y,N,1.0,826.32,0,Unpossessed,594,2748.24,2,Semi-Urban,1,136476.82,91642.4
M,50,6122.52,Low,Working,Laborers,Semi-Urban,66208.05,319.92,Y,N,2.0,686.51,0,Unpossessed,30,6122.52,4,Rural,0,122711.99,0.0
M,58,3673.67,Low,Working,Laborers,Semi-Urban,76340.7,343.12,Y,Y,3.0,687.47,0,Active,163,3673.67,3,Semi-Urban,1,99502.49,53438.49
M,62,1550.73,Low,Working,High skill tech staff,Urban,13472.91,138.87,N,Y,2.0,820.47,0,Unpossessed,672,1550.73,2,Rural,1,17704.72,10778.33
M,47,2124.78,Low,Working,Drivers,Semi-Urban,24743.99,293.73,Y,Y,2.0,799.15,0,Unpossessed,568,2124.78,1,Semi-Urban,1,39434.5,17320.79
M,18,3342.64,Low,Working,Laborers,Rural,63288.05,330.64,N,Y,1.0,641.56,0,Inactive,121,3342.64,3,Rural,1,107631.07,0.0
F,18,2403.63,Low,Working,High skill tech staff,Semi-Urban,83385.47,374.97,N,Y,2.0,877.64,0,Active,998,2403.63,2,Urban,0,150151.27,62539.1
F,24,1378.93,Low,Working,Laborers,Rural,30133.41,187.3,N,Y,3.0,698.69,0,Inactive,420,1378.93,1,Semi-Urban,1,44750.08,21093.39
F,37,3337.33,Low,Commercial associate,Managers,Semi-Urban,64500.31,495.1,N,N,2.0,733.97,0,Unpossessed,414,3337.33,4,Urban,1,90794.06,45150.22
M,18,2898.11,Low,Working,IT staff,Semi-Urban,58820.3,297.17,N,Y,2.0,777.02,0,Inactive,330,2898.11,1,Rural,1,89969.7,44115.23
F,47,1817.08,Low,Working,Accountants,Rural,36400.62,377.76,N,N,2.0,752.7,0,Active,840,1817.08,1,Rural,1,66456.3,29120.5
M,18,3085.17,Low,Commercial associate,Laborers,Semi-Urban,187961.35,649.19,N,Y,2.0,820.17,0,Inactive,214,3085.17,1,Urban,1,311844.0,140971.01
F,18,1551.5,Low,Commercial associate,Sales staff,Semi-Urban,39528.26,193.24,N,Y,1.0,764.16,0,Inactive,913,1551.5,4,Rural,0,65724.97,0.0
M,31,1906.97,Low,State servant,Core staff,Semi-Urban,72235.14,366.09,N,N,2.0,775.18,1,Unpossessed,79,1906.97,2,Semi-Urban,1,104096.52,0.0
M,36,1230.43,Low,Working,Core staff,Semi-Urban,31982.94,200.21,Y,Y,3.0,627.32,0,Inactive,15,1230.43,3,Semi-Urban,1,38935.02,0.0
M,63,2076.17,Low,Working,Core staff,Semi-Urban,41135.56,208.93,N,N,4.0,690.76,1,Active,79,2076.17,2,Semi-Urban,1,54918.19,26738.11
F,23,1742.77,Low,Working,Sales staff,Semi-Urban,19083.01,143.7,N,Y,3.0,586.52,0,Inactive,611,1742.77,1,Semi-Urban,1,27415.89,0.0
M,58,1750.25,Low,Commercial associate,Laborers,Rural,21866.82,138.71,Y,Y,2.0,654.73,0,Unpossessed,695,1750.25,1,Urban,1,37718.25,14213.43
M,18,2674.36,Low,Commercial associate,Core staff,Semi-Urban,177139.71,622.99,N,N,2.0,668.7,0,Inactive,682,2674.36,3,Rural,1,261872.17,123997.8
M,47,5812.03,Low,Commercial associate,Sales staff,Urban,123173.41,672.14,Y,N,1.0,858.1,0,Unpossessed,77,5812.03,3,Urban,1,208995.59,86221.39
F,18,1931.36,Low,Working,Laborers,Rural,82320.41,564.48,N,Y,1.0,648.63,0,Inactive,371,1931.36,1,Rural,0,153728.72,0.0
F,51,985.45,Low,Working,Medicine staff,Semi-Urban,24291.25,134.04,N,N,1.0,607.61,0,Inactive,80,985.45,1,Semi-Urban,0,31671.04,0.0
F,44,992.82,Low,Working,Drivers,Semi-Urban,139804.44,385.4,Y,Y,2.0,693.21,0,Inactive,225,992.82,2,Rural,1,173685.74,90872.89
F,41,1260.8,Low,Working,Sales staff,Semi-Urban,104433.89,535.27,N,Y,2.0,764.82,1,Unpossessed,397,1260.8,1,Urban,1,157277.3,73103.72
F,23,4501.72,Low,Working,Managers,Rural,90081.76,346.86,Y,N,2.0,744.49,0,Inactive,248,4501.72,4,Semi-Urban,1,133857.55,63057.23
M,52,2082.05,Low,Commercial associate,Core staff,Semi-Urban,117232.92,370.07,Y,Y,2.0,767.47,0,Unpossessed,665,2082.05,2,Urban,1,189325.76,87924.69
F,35,2706.91,Low,Working,Cooking staff,Rural,107970.67,449.69,N,Y,2.0,682.3,0,Active,310,2706.91,4,Rural,1,165565.73,0.0
F,21,5074.84,Low,Commercial associate,Core staff,Urban,38394.26,211.08,N,N,1.0,667.92,0,Inactive,159,5074.84,3,Rural,1,59894.7,0.0
M,56,2074.07,Low,Working,Sales staff,Semi-Urban,131860.42,373.7,N,Y,3.0,756.37,0,Inactive,272,2074.07,2,Urban,1,165741.99,92302.29
F,50,2435.38,Low,Working,Core staff,Semi-Urban,16698.33,109.01,N,Y,1.0,736.48,0,Unpossessed,382,2435.38,1,Urban,1,21754.3,11688.83
M,26,1693.25,Low,Working,Laborers,Semi-Urban,115176.85,450.8,Y,Y,2.0,667.97,0,Active,215,1693.25,4,Rural,0,137963.18,0.0
F,30,1050.69,Low,Working,Sales staff,Semi-Urban,33073.13,418.78,N,N,2.0,714.48,0,Inactive,566,1050.69,4,Urban,1,45099.61,23151.19
F,26,2423.65,Low,Working,Managers,Semi-Urban,200253.07,527.3,N,Y,2.0,741.94,0,Inactive,434,2423.65,3,Rural,1,246665.49,130164.5
F,53,2473.51,Low,Working,Sales staff,Rural,103546.24,359.33,N,Y,2.0,719.86,1,Active,150,2473.51,3,Semi-Urban,1,193729.84,72482.37
M,43,2408.61,Low,Working,Laborers,Rural,116216.52,721.16,Y,Y,4.0,685.89,0,Active,741,2408.61,2,Urban,1,184226.38,75540.74
M,28,2173.4,Low,Working,Security staff,Semi-Urban,202481.09,761.28,N,Y,2.0,797.11,0,Active,191,2173.4,2,Semi-Urban,1,364368.08,151860.82
M,33,1365.37,Low,Working,Sales staff,Semi-Urban,42146.56,259.59,N,Y,1.0,631.33,0,Active,339,1365.37,1,Urban,1,54547.6,0.0
M,40,3774.91,Low,Working,Laborers,Semi-Urban,195350.54,556.46,N,Y,3.0,806.78,0,Active,587,3774.91,3,Rural,1,228281.18,146512.9
F,18,2410.39,Low,Commercial associate,Laborers,Semi-Urban,25495.45,274.97,Y,Y,4.0,747.44,0,Inactive,788,2410.39,2,Semi-Urban,1,44857.42,0.0
M,18,3735.76,Low,Working,Laborers,Rural,87241.17,280.39,N,Y,2.0,768.93,1,Inactive,796,3735.76,1,Rural,1,133412.21,0.0
M,18,1969.8,Low,Working,Accountants,Urban,99699.63,678.84,Y,Y,3.0,768.53,0,Active,228,1969.8,2,Semi-Urban,1,113070.46,69789.74
F,18,3132.84,Low,Working,Laborers,Semi-Urban,76683.56,399.83,N,Y,1.0,602.35,0,Inactive,107,3132.84,3,Urban,1,116870.07,0.0
F,29,1515.29,Low,Working,Laborers,Semi-Urban,37683.89,282.2,Y,N,3.0,700.33,0,Inactive,423,1515.29,3,Urban,1,44241.0,24494.53
M,18,2948.45,Low,Commercial associate,Sales staff,Semi-Urban,156979.4,539.53,Y,Y,3.0,722.81,0,Inactive,110,2948.45,2,Semi-Urban,1,266984.11,102036.61
F,50,1231.08,Low,Working,Laborers,Rural,106396.01,524.73,N,Y,4.0,712.53,0,Active,666,1231.08,4,Rural,1,150370.68,69157.41
M,18,1290.37,Low,Commercial associate,Sales staff,Rural,85074.26,481.55,N,Y,4.0,750.35,0,Active,485,1290.37,2,Urban,1,123309.43,68059.41
M,28,1307.27,Low,Working,Sales staff,Semi-Urban,25068.21,211.23,N,N,4.0,757.93,1,Unpossessed,93,1307.27,2,Semi-Urban,1,41627.33,18801.16
M,60,4081.05,Low,Working,High skill tech staff,Rural,98139.61,284.82,N,Y,2.0,755.37,0,Active,704,4081.05,4,Rural,1,157405.74,73604.71
F,34,4701.27,Low,Working,Laborers,Semi-Urban,63882.67,334.02,N,Y,1.0,616.6,0,Active,514,4701.27,4,Semi-Urban,0,98830.55,0.0
F,22,2723.57,Low,Commercial associate,Core staff,Semi-Urban,116751.89,443.93,N,N,3.0,755.63,0,Inactive,908,2723.57,3,Semi-Urban,1,185976.75,93401.51
M,58,1235.98,Low,Working,Drivers,Semi-Urban,95232.38,307.55,N,N,2.0,719.5,1,Inactive,141,1235.98,3,Urban,1,147665.68,61901.05
M,21,2836.66,Low,Commercial associate,Managers,Semi-Urban,89720.75,509.69,Y,Y,3.0,817.42,1,Active,956,2836.66,2,Semi-Urban,0,100395.36,0.0
M,63,1029.04,Low,Working,Cleaning staff,Semi-Urban,24674.88,118.95,N,Y,1.0,705.0,0,Inactive,563,1029.04,2,Rural,1,35959.89,16038.67
M,64,2116.31,Low,Commercial associate,Core staff,Rural,54467.67,270.96,N,Y,2.0,682.83,0,Active,882,2116.31,3,Semi-Urban,1,85451.7,38127.37
F,54,1216.47,Low,Working,High skill tech staff,Rural,12408.21,107.1,N,N,2.0,731.11,0,Active,686,1216.47,1,Semi-Urban,0,15714.34,0.0
M,19,2719.68,Low,Working,High skill tech staff,Rural,192208.79,533.44,Y,N,4.0,702.45,1,Inactive,970,2719.68,1,Urban,0,321353.9,0.0
F,63,6572.7,Low,Commercial associate,Managers,Rural,268340.08,813.8,Y,N,2.0,773.5,0,Unpossessed,595,6572.7,1,Semi-Urban,1,448036.73,0.0
F,18,1344.83,Low,Commercial associate,Core staff,Semi-Urban,70429.2,419.58,N,N,4.0,592.89,0,Unpossessed,250,1344.83,4,Semi-Urban,1,89542.86,0.0
M,58,1645.05,Low,Commercial associate,Laborers,Semi-Urban,166091.27,529.48,N,Y,2.0,834.14,0,Active,115,1645.05,3,Urban,0,269855.18,0.0
F,47,987.64,Low,Working,Laborers,Semi-Urban,73426.43,492.3,N,N,3.0,655.07,0,Inactive,62,987.64,2,Urban,0,86915.02,0.0
F,50,3485.27,Low,Working,Laborers,Semi-Urban,166227.01,488.67,Y,N,3.0,812.61,0,Active,834,3485.27,3,Urban,1,209197.97,116358.91
F,46,3145.45,Low,Working,Core staff,Urban,170359.67,752.59,N,Y,1.0,674.57,0,Inactive,624,3145.45,3,Urban,1,206022.28,110733.79
F,27,1731.84,Low,Commercial associate,Sales staff,Semi-Urban,91741.71,254.87,N,N,3.0,647.35,0,Inactive,340,1731.84,4,Semi-Urban,1,156468.62,0.0
M,31,3264.51,Low,Working,Medicine staff,Semi-Urban,133395.25,413.2,N,Y,1.0,717.68,0,Unpossessed,538,3264.51,3,Rural,1,235479.89,93376.67
M,64,2787.8,Low,Working,Sales staff,Rural,71811.64,754.42,Y,Y,2.0,651.83,0,Inactive,514,2787.8,4,Semi-Urban,1,128340.85,0.0
M,18,985.6,Low,Working,Cooking staff,Rural,28530.15,145.75,N,Y,3.0,782.91,0,Inactive,523,985.6,3,Urban,1,36825.94,22824.12
F,44,3132.66,Low,Working,Accountants,Semi-Urban,121294.19,484.47,N,N,1.0,759.03,0,Unpossessed,259,3132.66,4,Urban,1,156040.07,90970.64
F,59,1967.14,Low,Working,Drivers,Semi-Urban,42446.63,231.57,Y,Y,3.0,629.66,0,Unpossessed,213,1967.14,4,Urban,1,52735.88,0.0
F,29,4786.2,Low,Working,Core staff,Rural,107841.58,482.65,Y,Y,4.0,734.43,0,Inactive,704,4786.2,4,Rural,1,195950.89,70097.03
M,54,2770.84,Low,Working,High skill tech staff,Semi-Urban,75389.08,387.15,N,Y,3.0,629.35,0,Unpossessed,814,2770.84,2,Rural,1,130440.63,0.0
M,56,2393.06,Low,Working,Sales staff,Urban,30541.57,411.97,N,N,1.0,768.84,1,Unpossessed,177,2393.06,2,Rural,1,39769.08,24433.26
M,61,3347.8,Low,Commercial associate,Managers,Semi-Urban,81482.77,-999.0,Y,Y,4.0,667.33,0,Unpossessed,325,3347.8,2,Rural,1,132437.13,57037.94
F,41,1927.34,Low,Commercial associate,Managers,Urban,154874.42,818.49,N,Y,2.0,855.11,0,Active,877,1927.34,3,Urban,1,251592.79,108412.09
M,26,1978.48,Low,Working,Security staff,Rural,31783.75,153.23,N,N,1.0,652.34,0,Inactive,236,1978.48,4,Rural,1,49294.32,22248.62
F,29,3953.82,Low,Commercial associate,Medicine staff,Semi-Urban,106237.51,807.54,Y,Y,2.0,770.93,0,Unpossessed,685,3953.82,3,Urban,1,160241.22,84990.01
M,18,962.92,Low,Commercial associate,Sales staff,Semi-Urban,8609.27,66.47,N,Y,3.0,592.39,0,Unpossessed,601,962.92,3,Urban,1,12724.19,0.0
M,55,2703.73,Low,Commercial associate,Security staff,Urban,21738.85,85.3,N,Y,3.0,713.25,0,Unpossessed,19,2703.73,3,Semi-Urban,1,32393.09,14130.25
M,18,3291.29,Low,Working,Managers,Semi-Urban,84942.57,435.79,N,Y,1.0,812.45,0,Active,290,3291.29,2,Semi-Urban,1,150443.57,63706.93
